,title,date,content
10,파이썬프로젝트와 AIvs머신러닝vs딥러닝차이(feat.파이썬),2021.04.15.,"안녕하세요오늘은 인기있는 프로그래밍 언어 중 하나인 파이썬과, 많이 활용되는 AI에 대해 알아보겠습니다. -       파이썬이란?파이썬은 1991년 네덜란드 수학자 귀도 반 로섬에 의해 개발되었습니다.구글에서..."
11,"자바, 파이썬, C언어 중 뭐를 먼저 공부하는게 좋을까요?",2021.08.14.,"자바는 학원 조금 다니면서 어느정도 익혔지만 아직 많이 부족해서 처음부터 다시 공부하고있고 파이썬은 몇주 전 부터 처음 시작했고, C언어는 아직 한번도 접해본 적 없습니다 현재 자바랑 파이썬 같이 공부하고 있는데..."
12,데이터분석을 위한 파이썬 공부는 한정적인가요?,2021.08.04.,파이썬 공부를 2일차했는데 문득 데이터분석을 위한 파이썬 공부는 한정적이지않을까 하는 생각이 들었어요. 제 생각에는 시각화하고 데이터 전처리하고 오류처리하고 값을 해석할줄 알면 되지않나.. 하는데 이렇게만...
13,[Python] 파이썬 이야기 20210803,2021.08.04.,새로운 회사로 출근하기 전에 파이썬으로 장난감(?) 을 만들고 있습니다. 이런저런 모듈을 사용하면서 빠르게 동작하는 물건을 만들기에는 파이썬이 참 좋은 것 같습니다. 언어는 루아스크립트 느낌이 많이...
14,대학생을 위한 파이썬 코딩 과외-로사쌤의 컴교실,어제,"이제는 파이썬으로 업무를 자동화하고 데이터를 분석하는 작업 등을 매우 빠르게 처리해야 한답니다.... 그래서 대학교에서도 문과 교양 필수로 엔트리/스크래치와 같은 블록코딩, 그리고 이과에서는 대부분 파이썬..."
15,윈도우 개발자를 위한 리눅스 fork 동작 방식 설명 (파이썬 코드),4일 전,"그래서 윈도우 환경에서 (제아무리 파이썬이 다중 플랫폼을 지원한다지만) 다음의 스크립트를 실행하면, # 파이썬 예제 import os pid = os.fork() 이런 오류가 발생합니다. e:\Python37\python.exe D:/pycharm..."
16,M1 파이썬 완전 초보적 질문..해도 될까요...,2021.08.02.,파이썬 입문자입니다. 첫날부터 3시간째 제자리 걸음이라 여기에 도움 요청해봅니다ㅠㅠ 1. 일단 파이썬3 설치하고 VScode로 프린트 헬로월드 해서 파일 저장했습니다. 파일 더블클릭하니 The document...
17,파이썬학원에서 배우는 것!,2021.07.26.,프로그래밍을 배우기 위해서 꼭 필요한 파이썬! 요즘은 초중고등학교에서도 SW 교육이 의무가 돼서... 되는 파이썬학원을 알아 보게 되었어요. 나이가 어릴땐 정말 돈 걱정없이 학원도 다니고 했었는데 이젠 스스로 벌어서...
18,Word를 삼킨 파이썬,2021.08.23.,"오늘은 파이썬에서 Word를 다룰수 있는 라이브러리를 다뤄 보겠습니다. 이번에 다룰... 삼킨 파이썬의 내용을 참고하면 많은 도움을 받을 수 있습니다. 0. 설치 및 시작하기 먼저 ""python-docx""를..."
19,파이썬 학원 추천 좀 해주세요ㅠ,2021.07.05.,"이번에 파이썬 기초단과 과정을 국비지원으로 배웠습니다. 그 이후를 배우려고 하는데, 학원을 어떻게 어디로 다녀야 할지 모르겠습니다. 파이썬으로 하고 싶은건 일단 언어를 배우고 추후에 게임의 테크니컬 아티스트..."
20,파이썬으로 구글 번역기 이용하기,5일 전,것 같네요 ※ 참고 페이지 https://py-googletrans.readthedocs.io/en/latest/ https://cloud.google.com/translate/docs/basic/quickstart #파이썬 #구글번역 #번역API #토큰 #인증 #googletrans #설치 #group #AttributeError
21,파이썬에서 자료형 관련해 질문있습니다,2021.08.13.,int는 +- 10자리의 수까지만 인식할 수 있는데 10자리수 이상 인식할 수 있는 자료형이 파이썬에 있나요? 2. 정수를 받아들이는 int에서 실수를 받아들이는 float로 바꾸었는데 왜 오류가 생기나요? 실수 범위 안에...
22,강남 파이썬학원 실시간 비대면으로 확실하게 시작해볼까?,2021.08.06.,"데이터 분석에 많이 사용되는 파이썬을 제대로 배울 수 있는 강남 파이썬학원 코리아IT아카데미를 소개합니다. 지금은 개발자와 전혀 관계없는 일을 하고 있지만, 20년 전쯤 한참 IT 벤처 붐이 일어났을 시기에 저도..."
23,파이썬 푸코의 진자 시뮬레이션,2021.08.18.,"title(f'foucalt {deg}') show() for deg in range(0,180,10): simulation(deg) 참고사이트 https://blog.naver.com/hanwh94/220776677361 태그 #파이썬 #푸코 #시물레이션 #RK #RK2 #적분 #지구 #운동방정식"
24,파이썬공부 이렇게만 하면 프로그램 마스터 가능!,2021.08.23.,오늘은 파이썬공부 주제로 이야기하려고 합니다 혼자서 파이썬을 독학을 하시는 분들이라면 어려운 점이 정말 많을텐데요 오늘 제가 알려드리는 유용한 정보를 잘 읽어보시고 체계적으로 프로그래밍 공부 시작하셨으면...
25,파이썬 코딩 중인데 이런 명령어를 찾고 있습니다!,2021.08.22.,질문 대상 기기 ▶ 파이썬 질문 키워드 ▶ 프로그램 자동 재시작 질문 내용 ▼ 파이썬 언어를 이용해 간단하게 게임 프리서버를 제작 중인데... 서버를 실행해서 열면 딱 한 번 제대로 접속이 됐다가 그 뒤로는 접속이...
26,말하는 감자의 파이썬학원 수강후기,2021.08.13.,그래서 컴퓨터공학과를 전공했지만 안타깝게도 내세울 수 있는 스킬이나 스펙이 없어서 파이썬학원을 다녀보기로했어요. 사실 컴공 전공인데 파이썬학원이라니?!싶을수도 있는데 그런 사람이 바로 여기에 있어요^^ 아무튼...
27,도서 '파이썬으로 웹 크롤러 만들기' 리뷰,2021.08.23.,"책에는 파이썬 소스 코드와 링크 등이 있어서 굳이 한 땀 한 땀 키보드로 코드를 입력하지 않고도 사용할 수 있다. 책 내용은 파이썬과 파이썬 모듈 패키지 등을 사용하여 크롤링을 하는 내용으로, 처음에는 단순한..."
28,"코딩프로그램 : 어셈블리, 파이썬, C언어 학원 VS 과외 공부 장단점",2021.06.16.,"코딩프로그램 : 어셈블리, 파이썬, C언어 학원 VS 과외 공부 장단점 코딩프로그램이란?... 1월부터 파이썬부터 다시 배우기 시작했죠 코딩교육을 받는 시간은 중요치 않습니다 어떠한 교육을 어떻게 받는지에 따라 학생의..."
29,m1 맥북에어 파이썬 keyboard 모듈 관련 질문입니다.,23시간 전,"파이썬 + 쥬피터 노트북으로 개발 공부 중 입니다. miniforge 설치 > 쥬피터 노트북 설치 > pip install keyboard 를 진행했습니다. 근데 평소 윈도우 환경과 다르게, 뭘 엄청나게 다운받는거 같더라고요... 그 이후..."
30,비트코인 API 정보 파이썬 모듈 pybithumb를 파이참(PyCharm)에 설치하기,2021.06.16.,pybithumb은 빗썸 API를 이용하여 비트코인을 포함해 모든 코인 정보를 손 쉽게 가져올 수 있게 하는 파이썬 모듈입니다. 국내 저자분들이 제작을 해서 공개하였고 파이썬의 대표적인 편집 도구 파이참(PyCharm)...
31,"[Python Django] 파이썬 장고 소개와 장단점, 개발 사례",2021.07.11.,장고 개요 및 소개 장고(Django)는 플라스크(Flask)와 함께 대표되는 파이썬 언어에서 제공되는 웹... 그리고 파이썬으로 만들어진 웹 프레임워크 중 하나가 디장고다. 장고 공식 홈페이지에서 전체 화면으로 보면...
32,데이터 과학을 위해 '더 개선된' 최신 필수 파이썬 툴 6가지,2021.07.27.,"뉴스 데이터 과학을 위해 '더 개선된' 최신 필수 파이썬 툴 6가지데이터 분석을 마스터하려면, 또는 단순히 사용하려고 해도 필요한 것은 결국 파이썬이다. 파이썬은 배우기 쉬우며 지원의 폭도 넓고 깊다. 또한..."
33,"파이썬 웹 API 개발, 이제 FastAPI",2021.08.20.,"파이썬을 이용해 웹 어플리케이션을 만들 수 있게 해주는 가장 유명한 프레임워크는 django... 장고나 플라스크를 배우기는 귀찮고, 파이썬으로 해볼 수 있는게 많으니 파이썬으로 서버를 만들어야..."
34,"파이썬 프로그래밍, 학원 안 다니고 기초부터 독학으로 할 수 있을까?",2021.06.03.,"파이썬 웹 개발, 독학으로 진짜 할 수 있을까? 파이썬, 배워봐야겠다고 생각은 했는데 '혼자서 공부'하는 게 가능할지 고민되나요? 우선, ‘파이썬'이라는 이 도구를 더 자세히 들여다봅시다. 파이썬은 프로그래밍 언어..."
35,파이썬 크롤링 강의 #0 인트로,2021.06.27.,저는 파이썬을 주로 사용하는 개발자입니다. 외주를 통해서 다양한 프로그램을 개발을 진행을 하다보니 파이썬을 이용한 크롤링 프로그램도 자주 만들게 되었습니다. 간단히 진행했었던 크롤링으로는 1. 마케팅...
36,파이썬인강 기초부터 실무까지!,2021.07.06.,"파이썬, C언어, 자바스크립트 등, 정확히 무엇인지는 몰라도 종종 듣고 보게 되는 단어들이죠? 그래서 오늘은 여러분들과 함께 나눌 이야기의 주제로 코딩 공부를 하고 싶은 분들을 위해 파이썬 인강에 관한 내용을..."
37,파이썬 - Youtube API 사용하기(1) : 기본 설정과 예제,2021.03.11.,Youtube API를 파이썬으로 활용하는 예제를 만들어 보자. 먼저 아래 개발자 콘솔에서 새로운... exe install google-api-python-client 파이썬이 정상 설치 되어 있다고 가정하면 그냥 터미널에서...
38,"요즘은 정보처리기사 실기시험 볼때 C,파이썬,자바 다 공부해야 하나요??",2021.07.24.,"요즘은 정보처리기사 실기시험 볼때 C, 파이썬, 자바 다 공부해야 하나요?? 예전에는 안그랬는데... 그렇다면 많이 힘들겠군요..."
39,[python] 파이썬 내장함수,2021.08.12.,"라이브러리를 살펴보기 전에 파이썬 내장 함수를 먼저 살펴보겠습니다. 파이썬에는 많은 내장 함수가 있습니다. print, input, del 등 이미 많은 내장 함수를 배웠습니다. 파이썬 내장 함수들은 외부 모듈과는..."
40,[파이썬]데이터 사이언스 과정,2021.06.27.,"파이썬을 이용한 데이터 과학(Data Science) 과정 요즘 유투브 뿐만 아니라 인터넷에 학습자료가 많아 독학이... 파이썬을 이용한 데이터과학, 머신러닝 과정 목차들인데 시중에 나온 머신러닝, 인공지능 교재들이라고 보시면..."
41,[기본적인 자료구조와 파이썬] 단순 자료구조 & 복합 자료구조 (배열 구조 & 연결된 구조),6일 전,"#자료구조 #파이썬 #python #배열구조 #연결된구조 #단순자료구조 #복합자료구조 ""파이썬 알고리즘""(최영규 지음) 을 공부하고 정리한 내용이 포함되어 있습니다. 기본적인 자료구조와 파이썬 | 자료구조 (data structure)..."
42,MSSQL과 파이썬 연결,2021.06.01.,SQL Server 2014 Management Studio 에서 원격 서버 연결 허용 파이썬에서 사용할 DB를 생성하고 테스트용 테이블 만들기 파이썬에서 접속할 새로운 계정 만들어 DB 지정해 주기 Sql...
43,파이썬+Anaconda 환경준비,2021.07.07.,"파이썬을 이용한 머신러닝, 딥러닝 실전개발 입문 책을 공부하면서 로깅을 한다. 책의 부록-2에 있는 파이썬+Anaconda2 환경 준비를 요약한다. 우선, 이전 게시글 https://blog.naver.com/ksseo63..."
44,파이썬 집합 자료형 set 사용법,2021.08.03.,"파이썬에서 제공하는 집합 자료형의 특징도 마찬가지로 ""집합을 구성하는 데이터는 중복이 되지 않는다""입니다. 그래서 파이썬의 집합은 데이터의 중복 처리에 유용하게 쓰일 수 있습니다. ※ 파이썬..."
45,[파이썬 기초 강좌] 56강. 파이참 설치하기 | 파이썬 IDE PyCharm,2021.08.09.,"지금까지 파이썬 IDLE를 사용해서 간단한 예제 프로그램을 만들어 왔는데요~ 지금까지는 파이썬의 기초 개념들을 사용한 간단한 예제 프로그램만을 만들었기 때문에, 파이썬 IDLE로 충분했습니다. 하지만, 앞으로..."
46,파이썬에서 파일 복사는 어떻게 하나요?,2021.06.25.,#python #파이썬 #파일_복사 #파일_카피 출처 : https://stackoverflow.com/questions/123198/how-can-a-file-be-copied 파이썬에서 파일 복사는 어떻게 하나요? Answer 1 shutil 모듈에 많은 메서드가...
47,[파이썬] 파이썬 설치(Python 3.9.6 기준),2021.08.02.,"노트북에서 파이썬 관련 소확행을 즐기다, 노트북을 가지고 다니기 귀찮아져(?) PC에 파이썬을 설치하기로 하였습니다. 기왕 설치하는 김에 설치법도 업로드 해봅니다. 1. 파이썬 설치파일 다운로드 1-1...."
48,파이썬으로 웹 크롤러 만들기(Web Scraping with Python) 2nd Edition,2021.08.22.,"sleep(3) 방법으로 흉내내는 것이다. 4.샘플 코드로 코딩하고 싶다면? - https://github.com/REMitchell/python-scraping ""한빛미디어 <나는 리뷰어다> 활동을 위해서 책을 제공받아 작성된 서평입니다."" #파이썬 #웹스크래핑 #크롤링"
49,"PyPI 파이썬 패키지 저장소, 치명적인 공급망 취약점 패치해",2021.08.03.,"“이 문서에 설명된 취약점은 파이썬 생태계에 상당한 영향을 미쳤습니다. 앞서 여러 번... 03 PyPI 파이썬 패키지 저장소, 치명적인 공급망 취약점 패치해 (0) 2021.08.03 WordPress 다운로드 관리자..."
50,if 60 < x <= 80(수학처럼 부등호 사용)이 가능한 파이썬,2021.07.17.,"파이썬과 자바·비쥬얼 베이직(VB) 간단 비교 예전에 댓글로 ""60보다 크고 80보다 작은 것을 60 < x < 80... 그 때는 파이썬을 몰라 그렇게 답변했는데, 최근에 파이썬을 공부하다 보니 이게 가능하네요...."
51,[POSTGAP :: 파이썬 프로그래밍 코드 분석 :: Simple 버전] joint_posterior 함수 부분 (Finemap.py),2021.08.20.,아래 링크에서는 POSTGAP에서 질병 정보를 스캔하는 부분에 대한 파이썬 코드 분석을 다루었다. 이번 포스팅에서는 전체 Simple 버전 POSTGAP 파이썬 코드에서 Finempa.py 내에 joint_posterior() 함수에 대한 내용을...
52,열혈 파이썬 기초편과 중급편의 차이점이 궁금합니다.,5일 전,"윤성우 강사님의 열혈 파이썬으로 파이썬 입문을 하고 있습니다. 강사님께서 출판하신 책이 기초편과 중급편으로 나뉘는데요. 기초편은 파이썬의 일반적인 기능에 대한 소개를 하고 있고, 중급편은 파이썬의 객체지향..."
53,컴활1급 or 파이썬 마스터 자격증 관련.. !!!!!!,2021.07.04.,"고민 중인 자격증은 '컴활 1급' 또는 '파이썬 마스터 1급'입니다. '컴활 1급'의 경우에는 회사 지원 시... '파이썬 마스터 1급'의 경우에는 회사 지원 시 가산점을 받을 수 있는 회사가 매우 적고, 취업 시 큰 도움이..."
54,파이썬 할 때 보통 어떻게 깔아서 쓰시나요?,2021.01.14.,"맥북으로 C언어 프로그래밍을 했어서 이미 vscode가 깔려 있습니다 ( 6개월 정도 사용했지만 어려워서 vscode를 잘 다루지 못합니다 ㅠㅠ) 근데 이제 파이썬을 사용해야하는데, vscode 에 파이썬을 깔아서..."
55,초3 파이썬 배우고 싶다는데,4일 전,저희 아들이 집에서 혼자 엔트리로 이것 저것 만들고 유투브 보면서 명령어 이런것도 공부하더니 이제는 파이썬을 배우고 싶다는데요. 둔산동에 배울 수 있는 곳 있을까요? 그리고 초3 아이가 배우거나 공부하면 좋을 다른...
56,(주식x)노트북추천(파이썬가능?),2021.07.04.,삼성노트북 전시제품을 파는데 종류도 너무 많고 사양도 제각각이라 적당한가격과 사양인지 도통 모르겠어요~ 혹시 이정도 사양이면 파이썬 돌리는데 적당할까요? (제딸에게 소소한 이익금으로 선물해주려구요...
57,첫코딩 with 파이썬,2021.08.16.,첫 코딩 with 파이썬 저자 정동균 출판 이지스퍼블리싱 발매 2021.01.15. 2. 내 스터디노트의 URL... 첫 코딩 with 파이썬 / 12 ~77p / 본격적으로 파이썬을 정복하기 위한 준비 : https://cafe.naver.com...
58,맥북 파이썬 터틀 원래 이런가요?,2021.06.09.,파이썬 맨날 윈도우 컴으로 하다가 내일 시험 때문에 누워서 맥북으로 파이썬 하던중 처음부터 손풀기로 터틀 간단하게 했는데 원이 뭔가 구불구불 하네요 윈도우에서는 완전한 원이였는데 맥은 원래 이러나요??
59,[위례코딩] [파이썬A] 8월 21일 토요일 6시 - 그래픽(1)/리스트/반복,2021.08.22.,그래픽(1) / 리스트 / 반복 이번수업은 파이썬 프로그래밍에서 변수를 여러개 한꺼번에 저장할 수 있는 리스트에 대해서 알아보는 시간을 가졌습니다. 리스트는 문자열 또는 숫자 등 변수를 여러개 저장할 수 있습니다....
60,빅데이터인강 파이썬과 R을 한 번에!,7일 전,데이터분석을 하려고 하시는 분들은 파이썬 또는 R로 많이 시작하시더라구요. R과 파이썬은 모두 커뮤니티가 큰 오픈 소스 프로그래밍 언어입니다. 새로운 라이브러리 또는 도구는 해당 카탈로그에 지속적으로 추가되며...
61,개발자 파이썬 알고리즘 공부질문,2021.05.26.,코테 준비 때문에 알고리즘 공부 시작했는데요 파이썬으로 하는데 정렬부터 이해하는데 너무 머리 아프네요 이해력이딸리는건지 원래 이렇게어렵나요? 코드 볼때마다 한참 생각을... 또 효율적으로 공부방법 있을가요
62,도서추천 - 파이썬을 이용한 인터랙티브 대시보드 만들기 (데이터 시각화),2021.07.21.,"파이썬을 이용하여 시각화를 구현해볼 수 있는 참고 도서입니다. 네이버에서 '파이썬 대시보드'라고 검색하면 나오는데, 베스트 셀러로 선정될만큼 책 구성이 잘 되어 있습니다. 다른 책들과의 차이점으로는..."
63,파이썬의 종류와 프로그래밍 언어의 표준화 기구,7일 전,"https://ko.wikipedia.org/wiki/%ED%8C%8C%EC%9D%B4%EC%8D%AC 파이썬은 비영리의 파이썬 소프트웨어 재단이 관리하는 개방형, 공동체 기반 개발 모델을 가지고 있다. C언어로 구현된 사이썬 구현이 사실상의 표준이다. https..."
64,파이썬 기초 교재 추천,2021.08.02.,안녕하세요 ADsP 취득 후 빅분기 준비하여 2회 필기 합격하고 취업하고 뭐 한다고 이번에 3회 실기 응시하려고 하는데 카페 글들을 보니 파이썬이 취득 후 활용도가 더 높다고 하여 파이썬으로 준비하려고합니다. 근데...
65,맥북m1에서 파이썬 삭제,2021.06.02.,"제가 모르고, 여러 환경에 파이썬을 여러버젼과 라이브러리를 마구잡이로 깔아버렸습니다 파이참 vscode에 파이썬을 버젼별로... 잘 모르니 거기에다가 라이브러리도 몽땅 설치했네요.. 그랬더니, 엉망이 되었습니다. ㅠㅠ..."
66,"m1 맥북에어 파이썬 에너지, 발열, 배터리 관련 질문드립니다.",2021.03.14.,제가 vscode-insiders를 이용해서 파이썬 공부를 하고 있습니다. 그런데 os업데이트 이후부터 vscode로 코딩을 하고나면 파이썬이 저렇게 에너지를 미친듯이 사용해서 발열과 배터리소모가 심해지면서 80% 에서...
67,[1일차] Do it! 점프 투 파이썬 / 16~38p / 01. 파이썬이란 무엇인가,4일 전,점프 투 파이썬 저자 박응용 출판 이지스퍼블리싱 발매 2019.06.20. 2. 나의 스터디 흔적을 사진으로... 점프 투 파이썬 스터디 노트 : https://vo.la/WhN6 파이썬을 설치하고 이것저것 시도해보며 전반적인 것을...
68,중학생이면 파이썬 정도는 배워야 미래를 살아가죠~ (카이스트 전공샘 신규개설 클래스),2021.08.23.,"중학생이면 이제 어느정도 수학적인 논리력도 생긴 상태이니, 파이썬 정도는 배워도 될 나이입니다. 일산코딩학원 파이썬 +알고리즘수학 파이썬은 현재 구글에서 개발언어로 가장 많이 쓰고 있는 프로그램입니다...."
69,파이썬 파일간 / 프로젝트간 변수 데이터 주고 받는 방법이 궁금합니다.,3일 전,"같은 프로젝트 내에 있는 다른 파이썬 파일간 변수 데이터 주고 받는 것 2. 다른 프로젝트 간에 변수 데이터 주고 받는 것 (ex. 파이썬 3.8로 만든 프로젝트와 파이썬 3.6으로 만든 프로젝트간) 텍스트파일, 엑셀파일..."
70,아두이노 초보 파이썬-아두이노 통신 질문합니다,2021.05.24.,"제가 만들고 싶은건 파이썬으로 키보드 뭐 누르라고 아두이노로 신호를 보내면, 아두이노가 그 신호를... 아두이노를 파이썬에 연동해서 사용하고 싶습니다. 컴퓨터 언어는 배워본적이없습니다., 나만의..."
71,박스터 파이썬그린,6일 전,외부를 파이썬그린을 하고 내부를 올레드하면 어울릴까요.. 초록이랑 빨간색이 너무 안어울릴거같은데 ㅠㅠ 외부는 초록하고싶고 내부은 빨간색하고싶은데.. 혹시 갖고 계신분이나 실물로 보신분들 그리고 못보신분들도...
72,"< 파이썬 코딩반 > 초등, 중 고등 모집 ( 초등 고학년 ~ 중, 고등 )",2021.08.19.,"< 파이썬으로 재밌게 코딩을 배울 학생 모집합니다 > 대상: 초등 고학년, 중등, 고등 1. 파이썬 기초반 2. 파이썬 정보 문제반 3. 파이썬 활용반 수학, 스트링아트, 아나콘다를 이용한 데이타 분석 4. 수업 가능 시간..."
