content,date,like,place,tags
"제주도 코로나19 4단계 집합금지 관련사항 안내드립니다.* 기간 : 별도공지시까지* 18시 이전 5인이상 탑승불가 (인수,반납불가)* 18시 이후 3인이상 탑승불가 (인수,반납불가)* 직계가족, 백신접종자, 영유아도 인원에 예외없음단. 등본상 거주공간이 동일한 가족구성원인경우는 인원제한 없습니다.(등본지참필수)사진자료 : #제주공항렌트카#제주도렌트카 #제주렌트카 #제주도여행 #제주여행#제주도렌터카 #제주렌터카 #제주도관광 #제주관광#코로나4단계 #제주도코로나 #제주코로나","['#제주공항렌트카', '#제주도렌트카', '#제주렌트카', '#제주도여행', '#제주여행', '#제주도렌터카', '#제주렌터카', '#제주도관광', '#제주관광', '#코로나4단계', '#제주도코로나', '#제주코로나']",2021-08-19,50,
선셋 환상적🌄⠀📷 by.kanna._⠀,[],2021-08-19,31,서귀포 법환포구
제주 거리두기 4단계 격상 안내⠀8월 18일부터 사회적 거리 두기 4단계가시행되었습니다.⠀사적 모임 6시 이후 2명 제한다중이용시설 밤 10시 이후 운영 제한⠀자세한 사항은 4단계 개편안을 참고하세요.⠀,[],2021-08-19,12,서귀포 법환포구
미친듯이 아름다웠던 사계 바다⠀내 최애 바다가 바뀐 날💕⠀📷 JINIQUEhttps://blog.naver.com/songk4637/222277208264⠀,[],2021-08-19,29,제주 사계해변
제주 거리두기 4단계 격상 안내⠀8월 18일부터 사회적 거리 두기 4단계가시행되었습니다.⠀사적 모임 6시 이후 2명 제한다중이용시설 밤 10시 이후 운영 제한⠀자세한 사항은 4단계 개편안을 참고하세요.⠀,[],2021-08-19,13,제주 사계해변
주변 풍경이 정말 아름다운 제주 하도리⠀하도 바다에서는 우도와 지미봉이 보여요🤭⠀📷 도도https://blog.naver.com/ontheroad_gh/222443485225⠀,[],2021-08-19,23,하도어촌계
제주 거리두기 4단계 격상 안내⠀8월 18일부터 사회적 거리 두기 4단계가시행되었습니다.⠀사적 모임 6시 이후 2명 제한다중이용시설 밤 10시 이후 운영 제한⠀자세한 사항은 4단계 개편안을 참고하세요.⠀,[],2021-08-19,15,하도어촌계
제주 인생밥집⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕚 OPEN - 11:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕕 CLOSED - 17:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀브레이크타임 없어요.예약은 받지 않고 오시는 순서대로 식사가능 하세요.싱싱한 해물과 신선한 야채로 그날 준비한 재료가 소진되면 조기마감 합니다. ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🥣전복해물볶음밥 / 전복물회 / 전복딱새우장 정식⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀사는게니나노 ~ ♬인생밥집010-6501-5073주소는 제주시 한림읍 문교길6 ..⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🅿️ 무료 공영 주차장 위치!! .⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🚗 제주시 한림읍 한림리 1197-4🚘 제주시 한림읍 한림리 1198-3🚙 제주시 한림읍 한림리 943-9.걸어서 2분이내 거리에요~♡♡#제주 #제주도 #제주도관광 #제주서귀포가볼만한곳 #제주도가볼만한곳 #제주날씨 #제주도날씨 #제주도펜션 #제주공항 #제주비행기 #제주도비행기 #제주맛집 #제주도맛집 #제주애월맛집 #청주 #제주협재맛집 #제주한림맛집 #제주도애월맛집 #제주도성산맛집 #제주도협재맛집 #제주도한림맛집 #새별오름 #금오름 #비행기샷 #주변맛집 #내주변맛집 #오설록 #도두봉 #함덕맛집 #성산맛집,"['#제주', '#제주도', '#제주도관광', '#제주서귀포가볼만한곳', '#제주도가볼만한곳', '#제주날씨', '#제주도날씨', '#제주도펜션', '#제주공항', '#제주비행기', '#제주도비행기', '#제주맛집', '#제주도맛집', '#제주애월맛집', '#청주', '#제주협재맛집', '#제주한림맛집', '#제주도애월맛집', '#제주도성산맛집', '#제주도협재맛집', '#제주도한림맛집', '#새별오름', '#금오름', '#비행기샷', '#주변맛집', '#내주변맛집', '#오설록', '#도두봉', '#함덕맛집', '#성산맛집']",2021-08-18,저 좋아요를 눌러보세,
제주 인생밥집⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕚 OPEN - 11:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕕 CLOSED - 17:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀브레이크타임 없어요.예약은 받지 않고 오시는 순서대로 식사가능 하세요.싱싱한 해물과 신선한 야채로 그날 준비한 재료가 소진되면 조기마감 합니다. ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🥣전복해물볶음밥 / 전복물회 / 전복딱새우장 정식⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀사는게니나노 ~ ♬인생밥집010-6501-5073주소는 제주시 한림읍 문교길6 ..⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🅿️ 무료 공영 주차장 위치!! .⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🚗 제주시 한림읍 한림리 1197-4🚘 제주시 한림읍 한림리 1198-3🚙 제주시 한림읍 한림리 943-9.걸어서 2분이내 거리에요~♡♡#제주 #제주도 #제주도관광 #제주서귀포가볼만한곳 #제주도가볼만한곳 #제주날씨 #제주도날씨 #제주도펜션 #제주공항 #제주비행기 #제주도비행기 #제주맛집 #제주도맛집 #제주애월맛집 #광주 #제주협재맛집 #제주한림맛집 #제주도애월맛집 #제주도성산맛집 #제주도협재맛집 #제주도한림맛집 #새별오름 #금오름 #비행기샷 #주변맛집 #내주변맛집 #오설록 #도두봉 #함덕맛집 #성산맛집,"['#제주', '#제주도', '#제주도관광', '#제주서귀포가볼만한곳', '#제주도가볼만한곳', '#제주날씨', '#제주도날씨', '#제주도펜션', '#제주공항', '#제주비행기', '#제주도비행기', '#제주맛집', '#제주도맛집', '#제주애월맛집', '#광주', '#제주협재맛집', '#제주한림맛집', '#제주도애월맛집', '#제주도성산맛집', '#제주도협재맛집', '#제주도한림맛집', '#새별오름', '#금오름', '#비행기샷', '#주변맛집', '#내주변맛집', '#오설록', '#도두봉', '#함덕맛집', '#성산맛집']",2021-08-18,1,
제주 인생밥집⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕚 OPEN - 11:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕕 CLOSED - 17:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀브레이크타임 없어요.예약은 받지 않고 오시는 순서대로 식사가능 하세요.싱싱한 해물과 신선한 야채로 그날 준비한 재료가 소진되면 조기마감 합니다. ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🥣전복해물볶음밥 / 전복물회 / 전복딱새우장 정식⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀사는게니나노 ~ ♬인생밥집010-6501-5073주소는 제주시 한림읍 문교길6 ..⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🅿️ 무료 공영 주차장 위치!! .⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🚗 제주시 한림읍 한림리 1197-4🚘 제주시 한림읍 한림리 1198-3🚙 제주시 한림읍 한림리 943-9.걸어서 2분이내 거리에요~♡♡#제주 #제주도 #제주도관광 #제주서귀포가볼만한곳 #제주도가볼만한곳 #제주날씨 #제주도날씨 #제주도펜션 #제주공항 #제주비행기 #제주도비행기 #제주맛집 #제주도맛집 #제주애월맛집 #대전 #제주협재맛집 #제주한림맛집 #제주도애월맛집 #제주도성산맛집 #제주도협재맛집 #제주도한림맛집 #새별오름 #금오름 #비행기샷 #주변맛집 #내주변맛집 #오설록 #도두봉 #함덕맛집 #성산맛집,"['#제주', '#제주도', '#제주도관광', '#제주서귀포가볼만한곳', '#제주도가볼만한곳', '#제주날씨', '#제주도날씨', '#제주도펜션', '#제주공항', '#제주비행기', '#제주도비행기', '#제주맛집', '#제주도맛집', '#제주애월맛집', '#대전', '#제주협재맛집', '#제주한림맛집', '#제주도애월맛집', '#제주도성산맛집', '#제주도협재맛집', '#제주도한림맛집', '#새별오름', '#금오름', '#비행기샷', '#주변맛집', '#내주변맛집', '#오설록', '#도두봉', '#함덕맛집', '#성산맛집']",2021-08-18,1,
제주 인생밥집⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕚 OPEN - 11:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕕 CLOSED - 17:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀브레이크타임 없어요.예약은 받지 않고 오시는 순서대로 식사가능 하세요.싱싱한 해물과 신선한 야채로 그날 준비한 재료가 소진되면 조기마감 합니다. ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🥣전복해물볶음밥 / 전복물회 / 전복딱새우장 정식⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀사는게니나노 ~ ♬인생밥집010-6501-5073주소는 제주시 한림읍 문교길6 ..⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🅿️ 무료 공영 주차장 위치!! .⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🚗 제주시 한림읍 한림리 1197-4🚘 제주시 한림읍 한림리 1198-3🚙 제주시 한림읍 한림리 943-9.걸어서 2분이내 거리에요~♡♡#제주 #제주도 #제주도관광 #제주서귀포가볼만한곳 #제주도가볼만한곳 #제주날씨 #제주도날씨 #제주도펜션 #제주공항 #제주비행기 #제주도비행기 #제주맛집 #제주도맛집 #제주애월맛집 #제주성산맛집 #제주협재맛집 #제주한림맛집 #제주도애월맛집 #제주도성산맛집 #제주도협재맛집 #제주도한림맛집 #새별오름 #금오름 #비행기샷 #주변맛집 #내주변맛집 #오설록 #도두봉 #함덕맛집 #성산맛집,"['#제주', '#제주도', '#제주도관광', '#제주서귀포가볼만한곳', '#제주도가볼만한곳', '#제주날씨', '#제주도날씨', '#제주도펜션', '#제주공항', '#제주비행기', '#제주도비행기', '#제주맛집', '#제주도맛집', '#제주애월맛집', '#제주성산맛집', '#제주협재맛집', '#제주한림맛집', '#제주도애월맛집', '#제주도성산맛집', '#제주도협재맛집', '#제주도한림맛집', '#새별오름', '#금오름', '#비행기샷', '#주변맛집', '#내주변맛집', '#오설록', '#도두봉', '#함덕맛집', '#성산맛집']",2021-08-18,4,
제주 인생밥집⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕚 OPEN - 11:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🕕 CLOSED - 17:00⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀브레이크타임 없어요.예약은 받지 않고 오시는 순서대로 식사가능 하세요.싱싱한 해물과 신선한 야채로 그날 준비한 재료가 소진되면 조기마감 합니다. ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🥣전복해물볶음밥 / 전복물회 / 전복딱새우장 정식⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀사는게니나노 ~ ♬인생밥집010-6501-5073주소는 제주시 한림읍 문교길6 ..⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🅿️ 무료 공영 주차장 위치!! .⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🚗 제주시 한림읍 한림리 1197-4🚘 제주시 한림읍 한림리 1198-3🚙 제주시 한림읍 한림리 943-9.걸어서 2분이내 거리에요~♡♡#제주도맛집 #제주도날씨 #제주도항공권 #제주도렌트카 #제주애월맛집 #제주도지도 #제주공항근처맛집 #제주맛집 #제주도관광 #제주도가볼만한곳 #제주도숙소 #제주도게스트하우스 #제주성산맛집 #제주시맛집 #제주중문맛집 #제주도맛집리스트 #제주도맛집지도 #제주도맛집추천 #제주도 #제주맛집추천 #애월맛집 #협재맛집 #한림맛집 #협재해수욕장 #새별오름 #금오름 #해운대맛집 #서귀포맛집 #제주동문시장 #오설록,"['#제주도맛집', '#제주도날씨', '#제주도항공권', '#제주도렌트카', '#제주애월맛집', '#제주도지도', '#제주공항근처맛집', '#제주맛집', '#제주도관광', '#제주도가볼만한곳', '#제주도숙소', '#제주도게스트하우스', '#제주성산맛집', '#제주시맛집', '#제주중문맛집', '#제주도맛집리스트', '#제주도맛집지도', '#제주도맛집추천', '#제주도', '#제주맛집추천', '#애월맛집', '#협재맛집', '#한림맛집', '#협재해수욕장', '#새별오름', '#금오름', '#해운대맛집', '#서귀포맛집', '#제주동문시장', '#오설록']",2021-08-18,4,
용머리해안🐉...제주도 가면 맨날 다이빙만 하다가관광도 하니 짱 좋았음😘..#오늘아님주의 #제주도여행 #제주도관광 #용머리해안 #여행스타그램 #부부스타그램💏,"['#오늘아님주의', '#제주도여행', '#제주도관광', '#용머리해안', '#여행스타그램', '#부부스타그램💏']",2021-08-18,35,용머리해안
#사진한잔가득⠀제주시골에 어느 한 카페일거같지만 마을에 한 구옥파란하늘에 파란지붕을 보고있으니죄송하게도 셔터를 누르고 말았다⠀⠀,['#사진한잔가득⠀제주시골에'],2021-08-18,27,제주특별자치도 구좌읍 행원리
#제주살이끝☺️ #즐거운시간🎶 #제주도한달살기 #이호테우 #제주바다 #바다 #제주 #내일떠나요 #제주도 #jejuweather #제주도날씨 #제주날씨 #완도배편 #실버클라우드호🛳 #제주도안녕 #이제서울로가자 #즐거웠다 #다시올게 #제주도관광 #도두봉 #도두봉오름 #이호테우목마등대🦄,"['#제주살이끝☺️', '#즐거운시간🎶', '#제주도한달살기', '#이호테우', '#제주바다', '#바다', '#제주', '#내일떠나요', '#제주도', '#jejuweather', '#제주도날씨', '#제주날씨', '#완도배편', '#실버클라우드호🛳', '#제주도안녕', '#이제서울로가자', '#즐거웠다', '#다시올게', '#제주도관광', '#도두봉', '#도두봉오름', '#이호테우목마등대🦄']",2021-08-18,13,
자연을 사랑하지만 살 수는 없어요 #나는야도시인 #현주x제주,"['#나는야도시인', '#현주x제주']",2021-08-18,27,성산일출봉
-동백키친 속 작은감성 악세사리🧡동백샾🧡여름에 쨍한색상컬러로 인기있었던실버원석반지 가을톤으로색상다운되서 나왔어요🙊오묘한색상 너무예뻐요✨구경오세요👀동백샾 반지 모두 은 92.5%로 실버제품입니다.@jeju_dongbaek_kitchen 동백키친 속 작은감성악세사리샾✨영업시간은 동백키친과 같아요!Open 11:00Close 20:00목요일은 휴무입니다.메뉴기다리시는 동안 구경하기도 좋아요😊--#제주도 #제주서쪽 #한림 #협재 #애월 #제주가볼만한곳 #제주도관광#협재해수욕장 #금능해수욕장 #감성소품 #감성 #악세사리 #동백키친 #파스타맛집 #한림맛집 #제주도민맛집 #이어링 #귀걸이 #반지 #원석반지 #원석귀걸이 #실버악세사리 #실버925 #감성샾 #프랑스산 #셀룰로오즈#셀룰로오스 #집게핀 #스타일링 #ootd,"['#제주도', '#제주서쪽', '#한림', '#협재', '#애월', '#제주가볼만한곳', '#제주도관광', '#협재해수욕장', '#금능해수욕장', '#감성소품', '#감성', '#악세사리', '#동백키친', '#파스타맛집', '#한림맛집', '#제주도민맛집', '#이어링', '#귀걸이', '#반지', '#원석반지', '#원석귀걸이', '#실버악세사리', '#실버925', '#감성샾', '#프랑스산', '#셀룰로오즈', '#셀룰로오스', '#집게핀', '#스타일링', '#ootd']",2021-08-18,15,제주도 한림
섬이 보이는 제주 앞바다에서커피 한잔의 여유를☕️⠀📷 감미롭다 제주https://blog.naver.com/junghye777/222324530082⠀,[],2021-08-18,40,서귀포 법환포구
법환 바다에서 바람 느끼기🌪⠀📷 jeju._.rani⠀,[],2021-08-18,0,서귀포 법환포구
사계 바다에 바람 불던 날🙂⠀📷 윤슬https://blog.naver.com/shaeju/221653739750⠀,[],2021-08-18,0,제주 사계해변
울타리 위에아슬아슬하게 놓여진 현무암⠀누가 쌓아 놓은 걸까🤔⠀📷 루시https://blog.naver.com/jhj8637/222391173663⠀,[],2021-08-18,31,제주 사계해변
하도에서 세화 가는 길⠀눈 내린 한라산이 보이는겨울 드라이브🚗⠀📷 머시블루https://blog.naver.com/mercyblu/222274325129⠀,[],2021-08-18,0,
"하도마을 바릇잡이 체험을 소개합니다🙌⠀바릇잡이란얕은 바닷가에서보말, 거북손, 게, 삿갓조개, 따개비, 청각 등을잡는 행위를 일컫는 순수 제주어입니다.⠀얕은 바다에서 채취가 가능해어린 아이들도 손쉽게 즐길 수 있답니다😃⠀여름이 가기 전온 가족이 함께 바릇잡이를 즐겨보세요😆⠀해녀체험 시바릇잡이 체험이 무료!⠀",[],2021-08-18,30,하도어촌계
#노형수퍼마켙 YouTube 보고 배운 실력 👏🏻칭찬합니다.,['#노형수퍼마켙'],2021-08-18,71,Jeju-do
🙏7/22-9/30 임시휴장을 진행하오니 방문시 참고 부탁드립니다!#제주 #탐나라공화국,"['#제주', '#탐나라공화국']",2021-08-18,16,제주탐나라공화국
"ㆍ여러 번의 화산 폭발로 만들어진 368개의 오름.전 세계에서 가장 뜨거운 땅 제주.저는 이곳에서 이야기를 전하는 조한일 도슨트입니다.겉으로 볼 때는 보통의 산처럼 보일지 몰라도,속을 들여다보면 분화구가 펼쳐지며 오름의 또 다른 매력이 나타납니다.겉과 속이 다른 곳. 그곳이 바로 오름입니다.따로 또 같이.오름 도슨트 투어 속에서 하나 둘 친구가 되고제주의 자연과 한 몸이 됩니다.상상하지 못했던 신비로운 시간이바로 여기, 오름에서 시작됩니다.",[],2021-08-18,98,금오름
